,n1,n2,n3,n4,n6,n7,n8,n9,n10,n11,n13,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n39,n40,n41,n42,n43,n44,n45,n343,n344,n345,n346,n347,n349,n350,n351,n352,n353,n354,n355,n356,n357,n358,n360,n361,n362,n364,n365,n366,n367,n368,n369,n370,n371,n372,n373,n374,n375,n376,n377,n378,n379,n381,n382,n383,n384,n385,n386,n387,n388,n389
13:20:00,519.95,229.68,281.47,3171.55,355.31,544.61,415.11,567.88,114.27,683.47,290.45,109.33,538.37,88.31,162.91,184.64,74.21,215.51,160.23,58.22,1155.42,34.03,197.43,449.36,64.82,390.77,176.96,99.86,154.54,136.14,61.91,374.21,20.61,445.81,206.85,308.31,164.33,51.08,378.1,206.98,334.36,61.98,233.36,63.19,75.46,249.33,526.34,164.07,356.68,159.75,529.21,176.5,141.06,719.1,345.19,159.38,8.56,123.89,162.7,226.38,158.72,154.93,258.3,346.46,93.7,51.14,39.79,152.59,86.01,176.46,388.57,17.32,128.19,292.95,196.98,109.31,300.24,66.96,342.37,218.06,575.05,234.63
13:25:00,490.54,226.78,285.89,2805.63,351.39,541.74,418.19,546.28,109.89,676.93,286.05,109.94,532.43,80.54,153.6,178.99,73.5,208.56,157.14,58.63,1149.44,33.91,191.62,433.03,66.74,396.91,173.95,100.54,150.55,138.79,58.64,367.85,19.44,450.66,198.99,296.59,168.06,50.43,366.54,204.27,321.66,64.85,228.68,61.39,72.59,256.13,502.07,166.17,367.25,145.69,539.5,170.77,139.16,698.27,348.95,153.32,8.4,123.23,157.26,221.97,159.87,152.97,259.39,339.51,94.23,50.37,38.58,142.01,83.14,160.51,381.83,16.98,124.27,281.7,202.02,110.12,304.68,65.61,326.54,218.98,571.04,231.3
13:30:00,464.12,216.95,266.37,2438.13,359.77,556.5,421.52,566.86,114.02,689.67,283.93,114.48,545.13,86.59,156.43,173.41,74.89,214.08,150.38,60.54,1141.2,34.06,192.53,433.36,63.16,369.83,164.86,103.82,152.58,141.93,63.23,348.62,19.79,474.4,213.36,318.01,177.85,48.25,355.12,196.08,344.89,63.85,219.78,60.22,77.83,250.14,551.11,168.49,347.55,156.64,551.72,168.34,136.84,701.45,367.32,159.09,8.43,126.58,163.32,225.11,157.48,146.34,250.52,341.25,98.12,50.0,37.37,145.1,86.34,163.07,389.1,17.22,120.39,292.31,198.22,111.0,313.53,63.06,358.44,211.49,580.56,229.39
13:35:00,437.85,225.94,280.07,2062.2,351.26,538.55,407.12,537.55,116.14,690.01,299.21,115.35,532.23,87.03,154.62,168.97,74.92,207.02,151.44,60.86,1119.77,34.4,191.46,441.87,65.53,388.84,171.06,104.38,149.86,136.23,60.93,361.74,19.56,435.21,211.87,315.79,169.15,50.24,346.02,204.31,342.48,61.86,212.03,59.2,77.29,239.73,519.07,160.23,360.62,157.44,529.54,169.61,138.51,697.7,336.98,150.86,8.31,122.47,159.32,225.62,158.47,152.4,249.24,329.81,98.86,52.69,36.42,150.2,84.22,165.44,388.27,17.26,117.31,297.74,190.14,107.21,312.43,60.84,337.61,210.41,574.71,229.16
13:40:00,425.77,218.35,279.11,1697.44,363.72,570.33,400.45,576.89,114.79,660.77,290.09,107.02,551.11,87.98,155.49,182.95,71.75,211.45,147.8,56.22,1123.74,33.65,187.27,433.09,60.91,387.51,167.04,96.41,149.29,140.12,60.93,353.24,19.67,452.91,203.68,303.59,167.45,48.56,374.65,197.06,329.25,63.49,216.73,57.47,74.3,224.09,511.27,158.53,335.2,159.15,544.67,155.82,141.77,682.52,350.69,161.91,8.28,129.66,155.87,230.15,156.31,147.28,265.9,343.81,91.72,51.08,39.43,145.03,82.4,168.64,387.49,17.61,127.02,294.28,194.02,105.45,292.49,62.19,332.53,224.48,595.31,223.91
13:45:00,394.59,221.91,259.65,1379.13,354.68,529.58,401.13,541.17,109.32,677.83,276.16,109.2,537.41,88.82,149.71,177.81,73.6,208.49,147.0,61.73,1114.98,34.91,190.39,442.53,62.88,360.48,167.56,105.87,152.97,141.63,58.96,354.35,18.94,446.37,204.3,304.5,170.64,49.35,364.12,199.72,330.24,63.05,219.21,55.52,74.53,239.15,512.68,162.53,346.01,160.68,550.57,176.56,144.72,694.03,345.62,151.88,8.2,120.37,158.6,223.32,160.1,149.68,249.64,330.65,93.6,48.63,38.32,149.15,83.84,166.34,395.74,17.08,123.44,280.25,193.16,105.63,312.67,62.9,333.45,210.75,567.03,215.11
13:50:00,366.23,231.75,273.12,1128.94,359.57,512.18,392.72,569.29,111.83,656.85,277.57,109.36,544.82,85.45,151.83,180.94,71.32,207.31,149.68,59.38,1100.86,34.25,195.23,414.93,61.46,379.18,159.94,101.84,151.65,140.28,57.92,338.22,19.21,435.86,210.79,314.18,165.0,51.54,370.54,208.46,340.73,62.66,223.52,53.75,76.9,237.3,521.88,161.98,338.22,154.58,545.3,165.46,137.32,711.7,337.48,159.77,8.1,116.42,157.71,235.73,154.1,156.33,260.59,334.18,93.73,48.88,39.0,146.87,83.37,162.55,384.36,18.04,125.62,286.68,185.17,103.41,307.48,64.13,339.45,219.99,549.79,223.03
13:55:00,340.43,218.0,265.1,940.36,352.87,546.35,397.54,544.18,109.79,681.95,289.21,108.72,534.68,83.64,149.66,171.16,74.05,208.38,148.96,57.16,1106.55,32.8,182.16,444.38,63.34,368.05,165.71,98.02,148.55,138.71,60.39,350.43,18.94,453.86,206.56,307.88,162.37,48.48,350.51,197.11,333.9,58.31,212.47,53.31,75.35,242.87,514.46,157.94,348.58,151.3,539.2,166.58,134.93,664.06,351.42,152.73,7.88,124.16,151.45,218.89,160.6,147.05,261.32,340.42,93.18,50.93,36.89,140.75,80.07,170.93,378.99,16.75,118.83,281.45,186.17,104.68,298.41,60.96,334.6,220.61,566.77,220.36
14:00:00,321.96,227.58,272.27,862.76,343.01,525.0,398.28,551.73,108.12,672.18,269.62,112.03,519.74,82.5,150.61,171.73,72.99,213.21,151.91,58.96,1084.53,34.34,175.22,430.72,63.93,378.02,160.87,101.11,149.11,134.9,55.63,340.19,19.06,430.55,211.41,315.1,157.03,50.61,351.68,205.0,341.74,59.42,218.56,52.76,77.12,238.69,495.96,159.68,351.79,149.25,524.39,162.41,130.7,638.93,333.38,154.84,8.07,119.28,161.92,225.45,157.04,153.51,254.8,337.54,96.02,47.48,37.01,138.24,85.6,160.67,381.07,17.25,119.23,277.18,195.15,104.88,302.58,62.71,322.58,215.11,561.63,225.46
14:05:00,294.56,215.64,265.22,854.92,340.2,530.51,392.53,542.8,112.64,671.74,270.22,110.28,515.47,84.29,156.35,175.73,72.94,200.28,150.59,59.29,1079.01,34.49,181.96,439.76,63.4,368.23,164.87,101.67,150.54,130.49,59.84,348.65,19.78,431.15,200.95,299.52,163.84,47.95,359.87,195.91,324.84,60.88,214.32,51.14,73.31,241.94,515.41,155.29,348.87,152.49,507.24,161.35,142.86,663.36,333.84,152.34,7.84,120.53,161.39,218.55,156.93,145.46,252.65,324.63,94.52,47.58,37.87,140.94,85.32,161.62,399.12,16.72,122.0,288.75,195.84,103.36,299.69,61.49,335.22,213.29,559.96,220.9
14:10:00,274.77,215.35,270.02,855.24,336.81,530.9,406.22,559.52,110.9,667.53,272.4,112.42,510.34,83.99,150.37,170.26,72.48,202.47,146.49,57.73,1060.51,33.49,197.51,425.77,59.35,374.89,160.41,99.01,151.18,137.59,57.21,339.21,19.03,437.75,217.84,324.69,160.6,47.89,348.67,194.57,352.13,61.01,208.92,49.32,79.47,239.19,508.9,157.86,326.63,151.93,534.85,161.38,133.38,720.16,338.95,157.03,7.44,120.62,155.99,219.08,155.95,145.26,239.54,331.1,96.35,47.97,36.7,141.92,82.47,158.33,382.0,16.76,118.21,284.3,185.55,106.97,309.09,59.94,330.98,202.22,564.0,220.35
14:15:00,254.81,214.26,263.66,848.93,356.3,536.22,397.07,536.06,110.0,681.34,266.91,104.36,539.87,83.56,144.75,178.34,73.98,201.68,154.64,57.24,1035.76,32.69,183.76,427.67,60.99,366.05,162.92,98.17,151.08,130.68,59.9,344.52,18.32,418.84,200.74,299.2,161.12,47.65,365.21,193.87,324.49,60.09,216.08,47.19,73.23,224.57,503.14,154.64,335.64,151.16,507.97,163.86,137.61,670.15,324.3,150.45,8.04,121.82,149.29,218.31,153.68,144.53,245.04,333.32,89.45,47.0,38.44,140.69,78.92,160.81,378.04,16.7,123.82,281.99,183.92,104.56,283.92,62.0,327.24,206.87,571.57,228.6
14:20:00,233.42,215.89,270.27,843.55,326.1,524.02,389.14,494.27,105.69,660.74,281.45,109.54,494.11,79.04,151.7,175.17,71.74,198.53,151.0,59.15,1025.27,32.5,174.84,424.99,62.1,375.24,160.32,101.44,147.69,132.39,56.81,339.02,19.19,427.7,199.58,297.47,160.56,48.01,358.72,195.09,322.62,61.98,213.01,45.69,72.81,230.27,497.04,153.49,341.74,142.98,514.65,151.77,135.82,637.61,331.16,138.72,7.91,119.03,153.49,217.16,155.7,145.62,241.06,332.84,93.88,49.56,37.75,137.97,81.14,167.75,387.95,16.61,121.62,270.95,182.87,102.47,294.03,61.12,323.27,203.51,564.48,217.48
14:25:00,212.85,215.5,266.29,843.47,340.1,547.35,400.08,550.67,106.73,621.65,254.8,110.65,515.32,80.92,142.34,165.58,67.5,193.94,150.06,57.6,1022.52,33.53,187.08,448.57,59.15,369.72,163.74,98.78,154.46,136.54,60.24,346.26,18.01,428.21,199.41,297.23,159.67,47.92,339.09,194.37,322.35,57.33,206.9,42.99,72.75,228.43,526.73,161.56,325.49,146.38,530.78,158.43,135.37,682.26,331.56,154.55,7.88,124.33,148.12,227.82,154.61,145.36,248.32,328.88,94.84,44.87,35.69,140.41,78.31,153.38,372.57,17.43,114.96,273.62,183.44,105.35,292.7,59.37,342.58,209.64,576.78,217.44
14:30:00,196.3,221.16,262.51,825.96,343.3,498.64,402.67,524.24,108.56,674.27,277.75,107.39,520.17,81.14,150.93,174.73,73.21,200.49,153.94,56.56,1007.15,33.47,173.21,432.22,61.98,364.47,161.9,97.0,148.54,124.03,59.49,342.37,19.1,432.21,196.49,292.86,162.72,49.18,357.82,199.29,317.62,59.18,208.48,40.55,71.68,227.12,501.56,154.86,341.06,146.79,482.12,159.08,137.85,631.81,334.66,147.13,7.71,113.24,150.37,216.08,155.91,149.18,238.72,328.03,92.04,48.91,37.66,140.92,79.49,160.06,370.35,16.53,121.31,278.31,192.19,106.03,289.94,59.82,326.22,201.53,542.93,221.96
14:35:00,181.69,222.94,266.65,851.57,341.35,529.6,385.46,538.09,109.91,646.68,267.09,105.47,517.21,82.47,145.6,170.88,70.22,194.68,148.04,55.39,971.04,33.13,177.54,429.87,59.14,370.21,162.32,95.0,155.74,133.61,59.82,343.26,18.42,420.27,204.08,304.18,153.58,49.58,349.93,201.04,329.89,58.47,222.26,37.87,74.45,236.11,514.08,158.58,325.42,149.19,519.36,154.16,137.37,647.71,325.41,151.02,8.13,120.28,158.29,207.43,160.05,150.38,232.37,334.65,90.4,47.03,36.83,139.52,83.68,161.42,393.45,15.87,118.64,281.75,188.21,101.5,277.74,63.77,334.35,196.17,552.65,214.16
14:40:00,169.07,219.09,250.86,831.67,356.19,529.48,401.47,528.06,106.89,634.58,260.62,105.92,539.7,84.12,139.77,170.21,68.9,196.08,148.98,55.99,958.8,32.99,177.4,398.31,60.68,348.28,161.94,96.02,147.43,128.28,61.22,342.45,17.68,425.75,198.36,295.66,154.6,48.72,348.56,198.01,320.65,58.56,204.01,35.93,72.36,229.47,501.35,148.47,333.93,152.18,498.64,151.82,129.97,647.25,329.66,148.2,7.73,120.24,155.62,219.99,158.88,147.79,246.53,330.69,90.79,45.89,36.68,134.6,82.27,154.89,402.12,16.83,118.17,274.02,189.74,105.72,272.81,58.54,326.06,208.13,568.74,209.77
14:45:00,160.36,224.29,260.32,837.18,324.92,499.96,377.56,512.43,108.15,640.89,270.48,106.96,492.32,83.85,141.63,171.93,69.59,189.15,144.75,58.25,958.28,33.35,188.3,440.56,56.81,361.43,154.17,99.91,149.23,127.15,56.95,326.01,17.92,426.24,204.74,305.17,156.66,49.88,352.08,202.49,330.96,56.62,211.1,33.16,74.69,229.3,485.18,148.21,312.6,151.69,494.26,154.89,131.01,687.11,330.04,143.81,7.93,113.52,152.29,204.76,150.42,151.29,239.75,324.81,91.67,47.63,37.05,131.14,80.51,153.87,373.77,15.67,119.36,277.26,180.86,99.42,284.94,60.57,315.55,202.4,534.36,215.66
14:50:00,155.01,211.76,250.72,831.22,320.62,500.79,361.66,516.72,107.04,640.6,256.59,106.68,485.8,79.76,137.41,167.13,69.56,187.72,147.01,54.14,926.58,32.97,170.31,443.59,58.73,348.09,152.92,92.85,149.66,127.32,59.84,323.37,17.39,417.21,190.54,284.0,156.53,47.09,342.24,191.23,308.0,61.01,203.36,31.32,69.51,228.71,503.02,153.77,323.21,144.28,494.94,154.2,132.19,621.57,323.04,145.02,7.47,113.69,147.46,218.74,151.22,142.84,225.27,326.88,91.44,45.18,36.02,130.56,77.96,156.53,381.96,16.73,116.03,274.41,175.9,95.23,296.56,58.35,327.16,190.17,541.66,212.05
14:55:00,152.34,213.22,246.85,826.67,318.56,484.22,389.7,507.22,103.91,622.99,259.71,103.2,482.68,81.6,145.18,157.93,67.65,184.24,145.43,55.18,920.79,33.19,169.63,429.41,57.95,342.71,151.43,94.64,152.94,129.22,56.29,320.22,18.37,404.27,194.9,290.5,155.76,47.42,323.41,192.48,315.06,57.43,202.88,29.85,71.1,206.36,478.2,147.56,318.91,147.62,502.3,146.14,123.24,619.18,313.02,142.35,7.53,109.91,151.61,206.36,149.54,143.82,239.29,320.49,88.45,45.73,34.04,136.3,80.15,156.97,387.87,15.79,109.64,266.37,190.2,102.62,285.63,58.21,311.02,202.02,534.02,204.54
15:00:00,149.38,213.61,236.43,827.21,330.4,506.97,376.73,497.99,104.91,631.86,267.78,105.31,500.63,80.93,134.02,159.67,68.61,194.44,147.64,54.77,897.81,32.31,163.79,404.81,56.79,328.25,157.55,93.93,145.62,125.58,56.65,333.17,16.96,408.04,190.28,283.62,154.9,47.5,326.98,192.57,307.59,56.25,208.05,28.73,69.42,200.51,485.17,145.98,312.5,146.4,488.17,144.53,129.52,597.83,315.94,139.76,7.02,115.07,154.0,202.15,156.42,144.09,233.37,335.84,90.26,47.15,34.41,131.4,81.41,147.69,377.2,15.47,110.85,268.94,175.07,99.2,281.87,59.7,315.55,197.01,543.75,203.08
15:05:00,152.4,202.43,240.34,825.23,307.77,499.04,350.04,484.13,104.3,610.08,253.93,98.62,466.33,74.71,135.43,168.93,66.24,190.34,149.26,53.11,886.57,32.0,165.41,438.61,58.14,333.69,145.63,91.09,150.93,130.66,59.82,307.96,17.14,409.35,187.84,279.97,143.0,45.02,345.94,183.92,303.63,56.58,194.6,27.77,68.52,217.36,478.1,150.49,319.97,135.15,507.91,146.37,123.61,603.89,316.96,135.87,7.13,113.26,140.67,205.73,147.94,136.54,232.08,321.44,84.52,44.71,36.41,122.35,74.37,141.91,380.85,15.74,117.28,267.38,177.43,92.18,273.25,55.84,310.95,195.93,536.93,207.03
15:10:00,158.77,198.71,247.68,832.18,314.3,516.64,349.76,499.31,99.1,610.04,259.51,100.81,476.22,77.52,137.57,163.27,66.24,185.21,145.16,53.22,865.71,32.21,164.7,417.2,54.88,343.87,148.07,91.28,147.97,127.72,57.94,313.11,17.41,418.93,191.93,286.08,149.93,44.19,334.36,180.53,310.26,53.31,200.18,26.52,70.02,208.43,460.36,144.77,302.0,140.23,496.49,143.36,122.38,601.31,324.37,140.13,6.91,117.25,135.94,198.31,147.88,134.04,219.19,339.71,86.41,45.7,35.19,126.13,71.87,144.67,384.65,15.17,113.36,254.06,168.68,92.1,266.71,57.44,299.41,185.04,560.19,197.07
15:15:00,167.23,203.02,243.76,839.23,314.96,474.67,348.48,483.41,94.03,591.2,254.0,98.56,477.22,74.96,128.5,162.3,64.19,194.46,145.38,53.72,863.85,32.5,166.69,422.14,58.36,338.44,149.66,92.13,143.13,123.87,58.35,316.49,16.26,399.7,184.8,275.45,149.82,45.15,332.35,184.36,298.73,54.78,192.11,26.2,67.42,204.57,459.9,139.49,321.17,135.61,481.49,145.55,127.18,608.74,309.49,135.67,7.2,107.71,142.93,188.28,146.15,136.95,220.39,326.38,84.47,44.73,34.98,123.53,75.56,144.73,381.14,14.4,112.68,241.04,173.08,91.76,268.74,55.12,299.11,186.06,526.19,199.36
15:20:00,177.68,199.57,238.97,825.82,319.4,490.1,359.51,490.16,101.04,591.38,252.29,98.52,483.96,76.55,134.69,159.87,64.21,187.26,148.6,52.62,833.98,32.06,159.55,430.69,54.19,331.79,147.9,90.24,151.38,122.72,57.93,312.76,17.04,394.23,186.12,277.41,143.57,44.38,327.39,181.36,300.86,54.94,193.72,25.27,67.9,210.27,444.58,139.56,298.2,138.48,477.05,139.97,120.89,582.72,305.25,137.56,6.74,111.21,145.58,202.38,151.44,134.62,228.43,326.14,84.44,44.42,34.46,123.8,76.96,147.87,377.77,15.48,110.99,259.03,171.28,94.67,254.26,55.58,289.15,192.85,532.91,196.47
15:25:00,185.9,200.26,242.15,817.29,303.57,489.95,355.0,505.31,95.18,589.32,256.61,101.36,459.97,80.31,125.75,153.19,63.99,169.74,151.84,53.75,823.57,32.46,160.98,425.87,55.31,336.19,142.91,92.18,145.92,125.0,59.77,302.21,15.91,411.57,190.2,283.5,144.32,44.53,313.7,181.99,307.46,56.15,188.32,24.64,69.39,208.16,460.53,133.94,304.37,145.28,485.91,139.15,120.79,587.94,318.67,141.82,7.05,111.18,139.27,207.9,147.15,135.08,225.49,323.55,86.87,45.19,33.02,121.77,73.63,142.95,386.05,15.91,106.35,244.01,171.39,93.48,252.64,54.03,299.52,190.36,533.66,201.77
15:30:00,200.87,201.1,244.47,809.01,314.69,462.0,350.72,474.89,93.74,607.95,246.84,95.38,476.82,77.94,135.95,153.33,66.01,194.51,146.59,52.2,814.09,33.32,159.52,432.9,55.85,339.43,147.48,89.52,147.19,126.09,58.01,311.87,17.2,382.27,180.67,269.28,139.37,44.72,313.99,182.72,292.05,56.09,196.79,23.7,65.91,211.03,467.17,142.6,307.33,141.0,490.15,146.45,113.93,582.72,295.99,133.28,7.07,104.83,147.32,203.05,151.29,135.65,211.59,314.73,81.75,43.46,33.04,122.51,77.88,143.08,364.65,15.53,106.45,240.32,174.82,92.35,279.16,56.46,303.83,178.63,513.56,200.34
15:35:00,212.88,195.89,238.05,816.92,301.86,466.91,351.79,476.79,99.36,607.0,250.23,98.86,457.38,78.21,130.2,154.46,65.91,184.55,145.52,51.86,789.3,31.48,156.35,419.18,56.22,330.51,145.31,88.94,147.56,126.75,56.62,307.28,16.47,408.38,178.73,266.39,140.13,43.56,316.31,177.9,288.91,57.69,190.37,22.57,65.2,204.91,469.26,139.05,309.37,141.49,492.69,141.14,115.77,571.14,316.21,133.81,6.87,105.94,147.03,198.27,147.82,132.13,222.32,329.22,84.74,44.06,33.29,122.53,77.73,145.09,382.31,15.17,107.24,254.72,177.99,92.63,269.35,54.62,305.19,187.69,515.83,196.42
15:40:00,227.58,197.87,237.47,814.19,307.64,486.32,349.05,484.02,98.36,580.05,245.27,96.18,466.14,75.78,132.91,153.67,62.98,180.21,149.65,54.55,792.53,32.75,158.98,405.35,56.32,329.7,147.64,93.56,149.76,119.38,59.15,312.21,16.82,398.61,187.16,278.97,147.92,44.0,314.69,179.82,302.54,52.57,184.78,22.27,68.28,205.09,468.58,136.94,309.93,137.08,464.06,144.34,118.5,580.82,308.64,135.84,6.87,110.34,140.82,186.1,144.98,133.47,223.44,333.5,82.44,43.19,33.12,120.5,74.44,147.21,364.96,14.24,106.69,252.16,175.8,91.92,240.7,53.02,304.75,188.63,528.67,190.85
15:45:00,248.0,199.08,237.9,804.78,307.41,498.73,332.86,495.54,100.09,604.41,261.51,99.98,465.78,75.68,135.65,162.65,65.63,183.04,144.3,52.22,772.66,31.91,156.49,403.05,54.7,330.3,139.59,89.56,146.09,116.79,56.84,295.19,17.16,396.65,173.88,259.16,145.44,44.27,333.09,180.68,281.07,54.73,192.05,21.62,63.43,205.79,462.49,139.16,301.03,136.9,453.99,138.86,119.71,571.68,307.13,139.08,6.86,113.16,142.54,197.94,140.11,134.29,218.36,318.83,85.69,46.05,35.05,127.37,75.35,137.85,366.12,15.14,112.92,256.58,176.18,87.65,258.35,55.1,300.8,184.34,545.62,199.45
15:50:00,264.39,198.96,237.57,808.66,312.16,485.44,342.52,466.94,99.17,567.79,251.61,103.61,472.98,77.4,136.39,157.39,61.65,184.88,150.24,51.73,776.83,32.01,164.16,442.3,54.36,329.84,145.43,88.71,142.54,120.02,57.73,307.54,17.26,394.1,182.22,271.6,142.89,44.25,322.31,180.79,294.56,54.08,192.92,20.92,66.47,211.21,454.65,135.43,299.13,140.02,466.54,141.17,119.17,599.78,305.15,131.05,6.93,110.13,149.05,191.3,149.22,134.21,219.47,318.38,88.8,44.31,33.92,123.05,78.79,139.08,372.1,14.64,109.27,254.24,169.05,90.19,259.76,55.35,295.68,185.28,533.04,197.54
15:55:00,284.65,192.08,242.94,801.23,294.19,483.72,355.15,475.79,99.65,588.46,243.14,99.47,445.76,73.5,132.39,156.19,63.9,183.82,152.36,51.31,766.44,32.67,153.17,413.62,54.92,337.29,149.42,88.0,140.48,123.08,57.41,315.99,16.75,381.6,188.74,281.32,145.34,42.72,319.84,174.63,305.1,55.04,195.31,20.89,68.85,213.04,456.83,137.8,302.25,132.97,478.45,141.76,117.04,559.65,295.47,133.53,6.77,109.74,140.28,198.44,145.89,129.57,223.37,316.55,85.25,42.81,33.66,122.81,74.16,140.2,370.38,15.18,108.43,255.46,163.42,93.52,255.07,56.04,297.1,188.58,523.74,193.94
16:00:00,299.7,191.29,235.34,794.21,295.55,467.06,359.32,459.47,99.34,604.19,249.27,99.68,447.82,74.2,132.4,154.0,65.6,179.02,141.37,52.46,765.68,33.02,161.25,411.86,56.28,326.74,146.13,89.97,141.57,117.4,57.97,309.03,16.75,404.31,190.86,284.47,141.91,42.54,315.37,174.52,308.51,56.36,195.98,20.55,69.62,215.57,456.84,143.98,309.7,134.22,456.36,140.1,122.47,589.18,313.05,128.95,7.39,105.96,142.61,195.72,149.87,129.03,226.92,333.87,85.43,43.89,33.19,125.45,75.39,144.0,373.28,14.97,106.92,254.66,175.21,94.62,254.26,56.23,297.11,191.57,510.95,193.2
16:05:00,317.51,190.31,243.59,795.38,316.03,472.24,361.23,503.37,102.56,590.39,253.21,98.22,478.85,75.28,135.09,157.51,64.11,185.21,144.22,49.95,756.25,31.15,160.54,418.46,53.48,338.2,144.99,85.66,144.58,121.69,56.95,306.61,17.09,396.72,185.64,276.7,142.82,42.32,322.55,173.1,300.08,54.73,190.31,20.59,67.72,215.49,456.64,139.25,294.29,136.18,473.06,144.82,114.3,586.59,307.17,141.27,7.12,107.13,143.76,195.13,151.75,128.37,228.26,325.66,84.19,44.59,33.95,119.31,76.0,141.24,368.85,14.93,109.35,262.92,170.24,95.12,252.17,54.6,296.99,192.7,515.89,187.14
16:10:00,333.98,195.33,246.04,800.46,305.0,468.92,350.28,477.9,95.75,596.08,244.41,93.28,462.14,78.34,133.75,159.74,64.72,186.55,146.12,51.19,754.29,31.07,161.15,419.16,52.87,341.6,147.79,87.79,145.62,122.62,52.73,312.54,16.92,391.01,180.57,269.14,140.45,43.44,327.12,177.83,291.88,54.61,190.51,20.64,65.87,202.08,471.68,143.74,290.95,141.71,476.64,149.87,120.12,588.8,302.75,134.12,6.94,106.38,136.91,198.67,152.42,131.76,224.18,328.83,79.95,43.04,34.43,118.53,72.38,143.67,389.56,15.2,110.9,245.46,170.54,92.24,266.42,54.66,306.76,189.26,518.01,193.19
16:15:00,354.76,196.36,240.44,803.86,318.08,481.81,350.54,489.52,100.08,585.84,240.16,104.75,481.95,78.07,130.17,156.48,63.61,180.87,145.84,52.69,757.97,33.37,165.1,410.92,52.12,333.82,148.11,90.37,143.5,115.83,58.34,313.21,16.47,393.8,186.19,277.51,144.1,43.67,320.44,178.51,300.97,55.22,199.36,20.84,67.92,213.77,454.71,134.53,286.82,141.23,450.24,142.91,122.73,603.28,304.92,137.38,7.09,109.32,141.74,194.25,152.73,132.45,227.42,316.68,89.78,42.29,33.72,123.08,74.93,143.47,371.28,14.86,108.64,256.55,172.59,92.31,266.88,57.2,295.74,191.99,525.86,198.44
16:20:00,363.31,188.64,247.17,815.43,308.5,478.37,362.22,485.91,99.68,587.36,244.91,107.38,467.44,75.21,130.3,162.44,63.78,188.92,141.49,53.33,752.98,32.99,156.05,405.07,56.93,343.18,147.81,91.45,141.12,119.57,58.54,312.58,16.49,391.64,179.39,267.38,146.01,41.95,332.65,171.52,289.98,51.53,189.49,20.54,65.44,219.43,459.44,142.04,313.29,136.06,464.79,131.95,115.7,570.28,303.25,136.37,6.81,108.51,139.86,194.06,149.11,127.25,216.58,328.21,92.04,43.13,35.01,123.78,73.94,148.28,372.87,14.85,112.78,255.53,172.74,95.38,266.1,54.37,298.8,182.84,523.26,200.39
16:25:00,386.66,201.0,234.63,820.47,301.17,487.12,354.31,497.07,98.61,591.51,247.59,98.74,456.33,75.78,139.03,162.33,64.23,187.91,147.73,52.38,756.81,34.62,161.56,440.36,55.67,325.77,147.44,89.82,140.51,117.54,56.76,311.8,17.59,428.99,186.16,277.47,144.77,44.7,332.43,181.86,300.92,57.15,189.23,20.57,67.91,214.44,450.55,143.97,306.32,137.09,456.9,138.09,122.47,590.4,332.17,139.5,7.28,110.51,145.26,198.9,148.19,135.58,235.86,323.15,84.63,43.6,34.99,130.74,76.79,143.34,379.52,15.22,112.7,252.78,169.86,93.3,267.97,54.29,293.02,199.12,531.59,196.72
16:30:00,406.76,206.31,247.49,826.81,301.13,478.82,349.44,495.64,96.84,605.37,237.38,100.12,456.28,76.14,136.88,158.34,65.73,185.73,146.73,53.54,745.46,32.45,154.32,416.71,54.3,343.61,150.11,91.82,149.64,116.89,56.1,317.44,17.32,394.73,184.67,275.25,152.5,45.88,324.26,186.55,298.51,54.76,194.26,20.51,67.37,211.45,474.14,143.83,298.82,137.75,454.38,143.03,119.64,563.93,305.64,139.1,6.9,108.63,140.91,196.12,141.2,139.17,226.97,322.61,85.81,41.8,34.13,125.35,74.49,143.7,382.66,15.0,109.93,248.27,168.9,92.02,259.04,55.74,308.37,191.61,512.94,189.29
16:35:00,417.37,194.89,254.07,830.24,308.55,505.01,355.1,522.21,95.42,623.84,246.73,97.63,467.51,77.34,137.01,151.47,67.74,179.87,146.64,53.83,761.77,31.55,160.62,409.98,57.94,352.75,151.27,92.32,146.87,116.34,56.85,319.88,17.34,387.66,181.57,270.63,146.88,43.34,310.19,177.4,293.5,57.35,183.98,20.91,66.24,216.37,451.25,132.39,318.87,139.9,452.25,144.85,117.44,586.93,300.16,146.56,7.17,114.56,143.08,199.2,151.04,131.46,211.84,307.83,83.68,43.45,32.64,123.18,75.64,147.12,367.97,15.24,105.16,244.6,176.01,93.51,255.79,52.79,293.47,178.84,545.75,201.08
16:40:00,430.03,194.72,241.08,846.86,306.55,489.79,363.14,503.91,100.86,598.26,241.45,100.26,464.48,78.27,131.07,159.94,64.96,193.45,147.92,54.57,744.57,32.35,162.51,408.6,58.08,334.72,145.74,93.58,144.88,120.27,55.72,308.19,16.58,412.67,186.02,277.26,148.65,43.3,327.53,178.01,300.7,57.16,195.34,20.78,67.86,211.72,464.83,141.36,319.6,141.59,467.53,145.73,120.11,593.82,319.53,141.42,7.16,111.11,142.58,200.22,151.12,131.35,227.76,309.94,85.93,42.52,34.47,121.26,75.38,141.89,378.06,15.32,111.04,258.57,169.6,95.62,275.22,56.05,302.3,192.28,533.47,197.23
